Id del anuncio;Título;Tipo de inmueble;Tipo de vendedor;Habitaciones;Barrio;Municipio;Euros/m2;Metros cuadrados construidos;Obra nueva (Sí/No);Parking (Sí/No);Jardín (Sí/No);Precio
106926306;Casa independiente;Chalet;Profesional;3;-;Villaviciosa;2254;244;No;Sí;Sí;550000
106525693;Piso en calle Justo Rodríguez s/n;Piso;Profesional;3;-;Noreña;944;90;No;No;No;85000
104705649;Piso en calle el Castrillón s/n;Piso;Profesional;3;-;Noreña;783;69;No;No;No;54000
100960271;Chalet pareado en plaza santa eulalia busto s/n;Chalet;Profesional;6;-;Noreña;472;267;No;No;No;126000
107217645;Casa independiente en calle del Profesor Pérez Pimentel, 912;Chalet;Profesional;7;Somió;Gijón;1550;516;No;Sí;Sí;800000
105872479;Casa independiente en Lugar Andrin, 28;Chalet;Profesional;3;-;Llanes;3869;168;No;No;Sí;650000
106653291;Chalet en Póo, 2 -26;Chalet;Profesional;4;-;Llanes;2500;124;No;No;No;310000
104739750;Piso en calle de la Libertad, 78;Piso;Profesional;3;-;Laviana;1000;95;No;No;No;95000
107353708;Chalet en Lugar Mediavilla;Chalet;Profesional;3;-;Llanes;1148;122;No;No;Sí;140000
107513834;Piso en avenida de Oviedo;Piso;Profesional;3;-;Siero;1520;100;No;No;No;152000
105344798;Chalet en Carretera, 302;Chalet;Profesional;3;-;Corvera de Asturias;1125;160;No;Sí;Sí;180000
105906779;Piso en calle José María Díaz García Jove;Piso;Profesional;3;-;Laviana;1444;90;No;No;No;130000
106573306;Casa independiente;Chalet;Profesional;3;-;Colunga;2252;111;No;No;Sí;250000
82834621;Piso en calle Carreño Miranda, 8;Piso;Profesional;3;Masip;Oviedo;1671;149;No;Sí;No;249000
102966407;Casa independiente en Caserio Vega, 168;Chalet;Profesional;4;-;Oviedo;480;500;No;No;Sí;240000
106976230;Piso en calle Foncalada;Piso;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;2383;107;No;Sí;No;255000
105744710;Piso en travesía de Cimadevilla;Piso;Profesional;3;-;Grado;1236;97;No;No;No;119900
105307018;Casa independiente en Camín del Castañeu;Chalet;Profesional;5;Castiello - Bernueces;Gijón;1787;431;No;Sí;Sí;770000
105991628;Piso en calle Enrique Miguel Reyero;Piso;Profesional;3;-;Infiesto;781;96;No;No;No;75000
106597971;Chalet adosado en calle la Fuente;Chalet;Profesional;3;-;Tineo;250;112;No;No;No;28000
104746947;Ático en calle Catedratico Rodrigo Uria, 3;Ático;Profesional;3;Buenavista;Oviedo;2561;82;No;Sí;No;210000
102245710;Casa independiente en Lugar Carabaño;Chalet;Profesional;7;-;Cabranes;1007;536;No;Sí;Sí;540000
104639890;Piso en calle Florencio Rodríguez, 53;Piso;Profesional;4;-;Siero;1200;110;No;Sí;No;132000
107042786;Piso en calle Javier Lauzurica s/n;Piso;Profesional;3;-;Noreña;1208;106;No;No;No;128000
107123685;Dúplex en calle Caveda;Duplex;Profesional;4;Salesas-Foncalada-Campoamor;Oviedo;2607;163;No;Sí;No;425000
106477588;Piso en calle Doctor Cuesta Olay s/n;Piso;Profesional;3;-;Noreña;1250;84;No;Sí;No;105000
107099411;Piso en calle Alcalde Matamoros, 27;Piso;Profesional;3;-;Noreña;690;113;No;No;No;78000
103894080;Chalet en Barrio Veranes, 15 d;Chalet;Profesional;5;Porceyo - Cenero;Gijón;773;366;No;Sí;Sí;283000
106215336;Chalet adosado en El Puntal;Chalet;Profesional;5;-;Villaviciosa;1721;154;No;No;Sí;265000
101730192;Casa independiente en Lugar Parres;Chalet;Profesional;4;-;Llanes;2344;320;No;Sí;Sí;750000
106379127;Casa independiente en calle la Campa de Olivares, 5;Chalet;Profesional;4;Olivares;Oviedo;2362;254;No;Sí;Sí;600000
106414642;Piso;Piso;Profesional;3;HUCA-La Cadellada;Oviedo;1488;84;No;No;No;125000
96585888;Casa independiente en carretera Castiello;Chalet;Profesional;4;Castiello - Bernueces;Gijón;1566;696;No;Sí;Sí;1090000
106162451;Casa independiente en Caxidi;Chalet;Profesional;4;-;Parres;1600;350;No;Sí;Sí;560000
105616560;Casa independiente en camino de Los Alamos;Chalet;Profesional;5;Somió;Gijón;1787;291;No;Sí;Sí;520000
104373264;Piso en calle Hermanos Granda, 2;Piso;Profesional;3;-;Lena;728;103;No;No;No;75000
104241441;Casa independiente en avenida de Pando;Chalet;Profesional;3;Milán-Pumarín;Oviedo;803;313;No;Sí;No;251300
107542399;Casa independiente en Lugar Ventoso;Chalet;Profesional;6;-;Santa Eulalia de Oscos;1031;383;No;Sí;Sí;395000
107067184;Casa independiente en lg santa ana;Chalet;Profesional;3;-;Villaviciosa;1957;253;No;Sí;Sí;495000
107365698;Piso en calle Arzobispo Guisasola;Piso;Profesional;4;Auditorio-Seminario-Parque de Invierno;Oviedo;1637;116;No;No;No;189900
105441721;Caserón en Arcallana, 35;Casa Rural;Profesional;5;-;Luarca - Valdés;875;400;No;Sí;Sí;349900
39986457;Casa independiente en Lugar Leceñes, 696;Chalet;Profesional;4;-;Siero;1606;155;No;Sí;No;249000
104734274;Chalet adosado en avenida de Los Porqueros, 6;Chalet;Profesional;3;-;Ribadesella;2324;170;No;Sí;Sí;395000
107363138;Piso en avenida de la Constitución, 19;Piso;Profesional;3;Centro - Puerto;Gijón;2438;80;No;No;No;195000
105317015;Casa independiente en Lugar la Isla, 310;Chalet;Profesional;9;-;Colunga;2357;403;No;Sí;Sí;950000
107423186;Casa independiente en Lugar Nembro, 19;Chalet;Profesional;3;-;Gozón;1631;282;No;Sí;Sí;460000
101935245;Finca rústica en Lugar Bermiego;Casa Rural;Profesional;3;-;Quirós;356;104;No;No;Sí;37000
103096575;Chalet adosado en calle Juan Antonio, 1;Chalet;Profesional;6;-;Cudillero;909;330;No;Sí;Sí;299900
107091350;Casa independiente en Lugar Gobiendes, 1;Chalet;Profesional;10;-;Colunga;1636;330;No;Sí;Sí;540000
105819536;Piso en calle Doctor Francisco Grande Covián s/n;Piso;Profesional;3;-;Colunga;1375;80;No;No;No;110000
106095783;Casa independiente en Lugar San Andres, 97;Chalet;Profesional;3;-;Oviedo;1234;559;No;Sí;No;690000
104349657;Chalet adosado en plaza de Pumarín, 21 a;Chalet;Profesional;7;-;Caravia;2343;207;No;No;Sí;485000
103100027;Casa independiente en Caserio Carrales, 3 a;Chalet;Profesional;4;-;Caravia;1763;312;No;Sí;Sí;550000
105078916;Casa independiente en calle Lugar la Calle, 5;Chalet;Profesional;7;-;Villaviciosa;1136;700;No;Sí;Sí;795000
106562351;Casa independiente en Barrio la Rasa, 15;Chalet;Profesional;10;-;Colunga;2029;340;No;No;Sí;690000
105078916;Casa independiente en calle Lugar la Calle, 5;Chalet;Profesional;7;-;Villaviciosa;1136;700;No;Sí;Sí;795000
105743382;Casa independiente en Bances s/n;Chalet;Profesional;3;-;Pravia;1905;105;No;Sí;Sí;200000
104349657;Chalet adosado en plaza de Pumarín, 21 a;Chalet;Profesional;7;-;Caravia;2343;207;No;No;Sí;485000
104211310;Casa independiente en avenida Fernando Díaz Villabella s/n;Chalet;Profesional;5;-;Grado;1401;257;No;Sí;No;360000
101940256;Casa independiente en puertas de vidiago s/n;Chalet;Profesional;15;-;Llanes;3247;890;No;Sí;Sí;2890000
106095783;Casa independiente en Lugar San Andres, 97;Chalet;Profesional;3;-;Oviedo;1234;559;No;Sí;No;690000
106779229;Piso en avenida Buenavista;Piso;Profesional;3;Buenavista;Oviedo;2012;77;No;No;No;154900
104884016;Casa independiente en La Texuca, 20;Chalet;Profesional;5;-;Bimenes;786;420;No;Sí;Sí;330000
104982997;Casa independiente en fueyo, 22;Chalet;Profesional;3;-;Siero;955;246;No;Sí;Sí;235000
107159708;Casa independiente en Lugar Bervola;Chalet;Profesional;4;-;Llanera;1828;290;No;Sí;Sí;530000
104014642;Casa independiente en C.S. Castiello - Villardeveyo, 5;Chalet;Profesional;4;-;Llanera;778;379;No;Sí;Sí;295000
96229512;Casa independiente en calle del Corbero Guía, 11;Chalet;Profesional;15;-;Ribadesella;2625;400;No;Sí;Sí;1050000
101046284;Casa independiente en Aldea Samartin, 60;Chalet;Profesional;4;-;Villaviciosa;2333;150;No;No;Sí;350000
106639280;Piso en calle Campoamor, 29;Piso;Profesional;4;Salesas-Foncalada-Campoamor;Oviedo;3875;120;No;Sí;No;465000
102017308;Casa independiente en calle de Doña Carmen, 4;Chalet;Profesional;4;-;Colunga;3722;180;No;Sí;Sí;670000
106780645;Casa independiente en Lugar Barcena, 29;Chalet;Profesional;4;-;Villaviciosa;1278;234;No;Sí;Sí;299000
95609075;Casa independiente en Santa Marina s/n;Chalet;Profesional;5;-;Siero;1104;512;No;Sí;Sí;565000
90267614;Casa independiente en carretera Lugar Pedrera;Chalet;Profesional;15;-;Oviedo;467;1500;No;Sí;Sí;700000
95234540;Casa independiente en Caserio Palmian s/n;Chalet;Profesional;5;-;Colunga;1600;500;No;No;Sí;800000
103329963;Piso en calle Doctor Carreño;Piso;Profesional;3;-;Castrillon;2366;112;No;Sí;No;265000
105755855;Chalet adosado en Lugar Mones, 21;Chalet;Profesional;3;-;Piloña;813;80;No;No;No;65000
107091399;Casa independiente en Lugar la Rebollada;Chalet;Profesional;3;-;Carreño;2077;130;No;No;Sí;270000
106596173;Piso en avenida de Alemania, 11;Piso;Profesional;4;-;Avilés;1845;130;No;Sí;No;239900
101829300;Casa independiente en calle Peña Santa de Enol, 22;Chalet;Profesional;5;Ciudad Naranco-Prados de La Fuente;Oviedo;1332;518;No;Sí;Sí;690000
104852560;Casa independiente en N-630;Chalet;Profesional;10;-;Oviedo;1628;980;No;Sí;Sí;1595000
104572617;Chalet pareado en Aldea Cua, 18;Chalet;Profesional;3;-;Piloña;1593;150;No;Sí;Sí;239000
106338162;Casa independiente en El Cueto, 17 -19;Chalet;Profesional;8;-;Avilés;1178;500;No;Sí;Sí;589000
105873188;Chalet en Vía, 70;Chalet;Profesional;5;-;Teverga;683;271;No;Sí;No;185000
106017997;Casa independiente en Lugar Nieva;Chalet;Profesional;6;-;Gozón;2050;478;No;Sí;Sí;980000
100881199;Chalet en avenida Langreo, 27;Chalet;Profesional;6;-;Siero;746;295;No;No;Sí;220000
106284646;Piso en calle Cabrales;Piso;Profesional;3;Centro - San Lorenzo;Gijón;3000;88;No;No;No;264000
104084875;Casa independiente en Lugar Latores;Chalet;Profesional;4;-;Oviedo;1215;325;No;Sí;Sí;395000
104443426;Chalet pareado en calle Padre Arintero, 9;Chalet;Profesional;5;-;Avilés;1182;220;No;Sí;Sí;260000
106902808;Piso en calle Velázquez;Piso;Profesional;4;Montevil;Gijón;3115;104;No;Sí;No;324000
105643761;Casa independiente en Aldea Caseron;Chalet;Profesional;7;-;Oviedo;1250;600;No;Sí;No;750000
106076764;Ático en calle Picu Urriellu, 2;Ático;Profesional;3;-;Siero;1709;79;No;Sí;No;135000
102470278;Casa independiente en calle Ferreros;Chalet;Profesional;4;-;Ribera de Arriba;1133;375;No;Sí;No;425000
107177489;Piso;Piso;Profesional;6;Parque San Francisco-Uría;Oviedo;2523;218;No;No;No;550000
106686590;Piso en calle San Bernardo;Piso;Profesional;3;Centro - Puerto;Gijón;3540;137;No;No;No;485000
106686590;Piso en calle San Bernardo;Piso;Profesional;3;Centro - Puerto;Gijón;3540;137;No;No;No;485000
106648310;Ático en avenida Pablo Iglesias;Ático;Profesional;4;Centro - San Lorenzo;Gijón;3245;98;No;No;No;318000
89439564;Piso en avenida del Campón;Piso;Profesional;3;-;Castrillon;2563;96;No;Sí;No;246000
103877904;Casa independiente en Lugar Santoveña;Chalet;Profesional;4;-;Amieva;1329;210;No;Sí;Sí;279000
104805241;Casa independiente en Huexes;Chalet;Profesional;3;-;Parres;2673;318;No;No;No;850000
104400417;Chalet pareado en calle Rafael del Riego;Chalet;Profesional;4;-;Mieres del Camino;243;306;No;Sí;No;74500
105249277;Dúplex en calle Hermanos Soria;Duplex;Profesional;3;-;Avilés;2154;130;No;Sí;No;280000
105815850;Casa independiente en camino de Rafael San Juan Roques;Chalet;Profesional;4;Somió;Gijón;1795;239;No;No;Sí;429000
104748301;Casa independiente en calle El Rebollal;Chalet;Profesional;3;-;Siero;1202;208;No;No;Sí;250000
106087879;Piso en calle Daniel Álvarez González, 26;Piso;Profesional;3;-;Langreo;718;117;No;Sí;No;84000
106617005;Casa independiente en Cabueñes;Chalet;Profesional;4;Cabueñes;Gijón;4400;250;No;Sí;Sí;1100000
106876381;Casa independiente en N-625;Chalet;Profesional;3;-;Cangas de Onís;1969;160;No;No;Sí;315000
102139481;Casa independiente en cimadevilla;Chalet;Profesional;4;-;Cudillero;1471;170;No;No;Sí;250000
106850332;Casa independiente en Camín del Potro;Chalet;Profesional;4;-;Cudillero;1227;220;No;Sí;Sí;270000
107232304;Casa independiente en La Cangueta;Chalet;Profesional;4;-;Castrillon;1902;205;No;Sí;Sí;389900
105834548;Casa independiente en Caserio Cuesta la Bana;Chalet;Profesional;4;-;Cudillero;1581;487;No;Sí;Sí;770000
106268766;Piso en calle Celso Granda, 2;Piso;Profesional;3;-;Lena;728;103;No;No;No;75000
106329609;Casa independiente;Chalet;Profesional;5;Buenavista;Oviedo;1420;500;No;Sí;No;710000
104381154;Casa independiente en avenida de Olivares;Chalet;Profesional;5;Olivares;Oviedo;1626;366;No;Sí;Sí;595000
104625619;Casa independiente en Tuernes El Grande;Chalet;Profesional;3;-;Llanera;934;320;No;Sí;Sí;299000
106793318;Piso;Piso;Profesional;4;Parque San Francisco-Uría;Oviedo;1813;187;No;No;No;339000
105431287;Casa independiente;Chalet;Profesional;4;-;Ribadesella;4726;164;No;No;Sí;775000
105516223;Piso;Piso;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;3077;117;No;Sí;Sí;360000
101261550;Chalet en los Prietos;Chalet;Profesional;4;-;Oviedo;1324;340;No;Sí;No;450000
106938766;Piso en calle Ramón y Cajal;Piso;Profesional;4;-;Avilés;1857;140;No;Sí;No;260000
105208346;Chalet en calle Bernardino Guardado;Chalet;Profesional;5;-;Avilés;1135;260;No;Sí;No;295000
104885497;Piso en calle Muralla;Piso;Profesional;3;-;Avilés;1658;120;No;No;No;199000
106033082;Ático en calle Marqués de Argüelles;Ático;Profesional;4;-;Llanes;5603;141;No;Sí;No;790000
107366592;Piso en calle Aguado;Piso;Profesional;3;La Arena;Gijón;3365;85;No;No;No;286000
101037534;Piso en avenida Flórez Estrada, 22;Piso;Profesional;3;-;Noreña;479;96;No;No;No;46000
103877664;Casa independiente en Celorio;Chalet;Profesional;3;-;Llanes;1640;253;No;No;Sí;415000
107285808;Casa independiente;Chalet;Profesional;4;-;Cudillero;1182;313;No;Sí;Sí;369900
107576252;Chalet pareado en Lugar San Vicenti, 10;Chalet;Profesional;4;-;Piloña;1023;174;No;No;Sí;178000
103918514;Chalet pareado en El rabeiro s/n;Chalet;Profesional;3;-;Muros de Nalón;939;148;No;No;Sí;139000
106177758;Chalet en calle los Castañeos;Chalet;Profesional;4;-;Gozón;1705;346;No;Sí;Sí;590000
105758307;Casa independiente en calle Victoria Kent;Chalet;Profesional;5;-;Avilés;2636;330;No;Sí;Sí;870000
105086455;Casa independiente en Urbanización Llagaron;Chalet;Profesional;6;-;Carreño;2313;300;No;Sí;Sí;694000
106519869;Piso;Piso;Profesional;7;Plaza de América;Oviedo;2321;237;No;Sí;No;550000
106433243;Piso en calle Ría de Avilés;Piso;Profesional;3;-;Avilés;1596;125;No;Sí;No;199500
107572672;Piso en calle San Mateo, 18;Piso;Profesional;3;San Lazaro-Otero-Villafría;Oviedo;2500;80;No;Sí;No;200000
105951206;Casa independiente en Vidiago;Chalet;Profesional;4;-;Llanes;1923;234;No;Sí;Sí;450000
107543987;Casa independiente en calle Río Lleiroso;Chalet;Profesional;6;-;Salas;997;350;No;Sí;Sí;349000
106039470;Casa independiente en Merodio;Chalet;Profesional;6;-;Peñamellera Baja;788;330;No;Sí;Sí;260000
104895144;Casa independiente en carretera Abuli;Chalet;Profesional;10;Cerdeño-El Palais-Mercadín;Oviedo;1769;735;No;Sí;Sí;1300000
100113518;Casa independiente;Chalet;Profesional;4;-;Ribadesella;1117;528;No;Sí;Sí;590000
106387417;Casa independiente;Chalet;Profesional;6;-;Parres;1555;283;No;No;Sí;440000
106702553;Piso en calle Dolores, 35;Piso;Profesional;3;El Llano Alto;Gijón;778;126;No;No;No;98000
106281632;Chalet pareado en Barrio la Llerina s/n;Chalet;Profesional;3;-;Salas;871;195;No;Sí;Sí;169900
98638685;Casa independiente;Chalet;Profesional;4;-;Llanera;1852;189;No;Sí;Sí;350000
104922888;Piso;Piso;Profesional;3;Ciudad Naranco-Prados de La Fuente;Oviedo;2492;120;No;Sí;No;299000
107395252;Casa independiente;Chalet;Profesional;4;-;Ribadesella;3377;231;No;Sí;Sí;780000
101787518;Casa independiente;Chalet;Profesional;8;-;Ribadesella;1324;506;No;Sí;Sí;670000
107382078;Chalet;Chalet;Profesional;5;-;Castrillon;2500;300;No;No;No;750000
105182546;Chalet adosado;Chalet;Profesional;4;-;Ribadesella;1045;220;No;No;No;230000
106179108;Casa independiente;Chalet;Profesional;4;-;Ribadesella;1768;198;No;No;Sí;350000
100416280;Casa independiente;Chalet;Profesional;7;-;Oviedo;1447;552;No;Sí;Sí;799000
106767435;Casa independiente en El Camín del Soleyeru;Chalet;Profesional;4;-;Siero;1685;267;No;Sí;Sí;450000
107542852;Piso en avenida de la Constitución;Piso;Profesional;3;-;Aller;496;121;No;No;No;60000
106085339;Piso en plaza del Fresno;Piso;Profesional;6;Auditorio-Seminario-Parque de Invierno;Oviedo;1813;182;No;Sí;No;330000
106551016;Chalet;Chalet;Profesional;4;-;Oviedo;545;220;No;Sí;No;120000
103356755;Casa independiente;Chalet;Profesional;5;-;Parres;1890;164;No;No;Sí;310000
107155638;Piso en calle Sacramento;Piso;Profesional;3;Auditorio-Seminario-Parque de Invierno;Oviedo;1839;87;No;No;Sí;160000
106238527;Chalet adosado;Chalet;Profesional;3;-;Piloña;986;142;No;No;No;140000
107037279;Casa independiente en Vía;Chalet;Profesional;5;-;Llanes;5165;242;No;Sí;Sí;1250000
102868288;Chalet adosado en Celoriu;Chalet;Profesional;3;-;Llanes;3364;110;No;Sí;Sí;370000
104569324;Casa independiente;Chalet;Profesional;3;-;Llanera;1477;281;No;Sí;Sí;415000
106003610;Casa independiente;Chalet;Profesional;3;-;Llanes;1931;202;No;Sí;No;390000
107147386;Casa independiente;Chalet;Profesional;5;Buenavista;Oviedo;1714;420;No;Sí;Sí;720000
106940659;Ático en plaza Carmen y Severo Ochoa;Ático;Profesional;4;-;Luarca - Valdés;1554;177;No;No;No;275000
104311904;Piso en paseo del Muelle;Piso;Profesional;3;-;Luarca - Valdés;1667;144;No;No;No;240000
102927266;Chalet pareado;Chalet;Profesional;4;-;Llanes;2662;263;No;Sí;Sí;700000
104502357;Casa independiente en calle Villar;Chalet;Profesional;16;-;Muros de Nalón;473;1100;No;Sí;Sí;520000
107380118;Piso en calle Aguado;Piso;Profesional;5;La Arena;Gijón;3095;168;No;No;No;520000
107426060;Chalet adosado en Barrio las Coronas;Chalet;Profesional;4;-;Peñamellera Alta;1546;152;No;No;No;235000
107333658;Chalet adosado en calle Andrin;Chalet;Profesional;3;-;Llanes;2947;132;No;No;No;389000
101008579;Piso en Sorribas s/n;Piso;Profesional;3;-;Noreña;955;110;No;Sí;No;105000
107335022;Casa independiente en calle Trasgu;Chalet;Profesional;4;-;Carreño;3158;228;No;Sí;Sí;720000
107411657;Piso en calle de Víctor Sáenz;Piso;Profesional;3;El Cristo;Oviedo;2389;90;No;Sí;No;215000
107402500;Piso en avenida de las Segadas;Piso;Profesional;3;Montecerrao;Oviedo;2565;85;No;Sí;No;218000
107163672;Dúplex;Duplex;Profesional;6;Centro - Puerto;Gijón;2086;163;No;No;No;340000
107485744;Casa independiente en calle Llames;Chalet;Profesional;3;-;Llanes;3242;182;No;Sí;Sí;590000
105191842;Chalet en Aldea Arriondo;Chalet;Profesional;3;-;Mieres del Camino;1373;134;No;Sí;No;184000
107572545;Piso en calle del Cortijo, 12;Piso;Profesional;3;El Natahoyo;Gijón;1510;96;No;No;No;145000
100861588;Casa independiente en Lugar Prieres, 101;Chalet;Profesional;8;-;Caso;851;410;No;No;Sí;349000
106175645;Chalet adosado en campo, 13;Chalet;Profesional;9;-;Castropol;523;717;No;Sí;Sí;375000
84831498;Casa independiente en La Ferreria s/n;Chalet;Profesional;4;-;Soto del Barco;1263;289;No;Sí;Sí;365000
96856055;Chalet adosado en avenida Principe, 7;Chalet;Profesional;14;-;Salas;322;304;No;No;Sí;98000
107137771;Casa independiente en Lugar Fuejo;Chalet;Profesional;4;-;Grado;709;292;No;Sí;Sí;207000
103936997;Piso en calle de Vital Aza, 41;Piso;Profesional;3;-;Lena;1369;84;No;No;No;115000
106254560;Piso en calle Doctor Melquiades Cabal, 9;Piso;Profesional;3;Milán-Pumarín;Oviedo;1219;114;No;No;No;139000
107453519;Piso en avenida de la Costa, 54;Piso;Profesional;3;Centro - Puerto;Gijón;3740;123;No;No;No;460000
102974986;Casa independiente en Lg Lamuño, 182;Chalet;Profesional;3;-;Cudillero;3960;125;No;Sí;Sí;495000
100125682;Casa independiente en Lugar Puntal, 15;Chalet;Profesional;6;-;Villaviciosa;1801;422;No;Sí;Sí;760000
106993378;Casa independiente en Lugar Parres;Chalet;Profesional;4;-;Llanes;2381;315;No;Sí;Sí;750000
106853932;Piso en calle Martínez Marina;Piso;Profesional;4;Centro - Puerto;Gijón;4160;125;No;No;No;520000
106703670;Piso en avenida de Galicia;Piso;Profesional;3;El Natahoyo;Gijón;2095;95;No;No;No;199000
106331882;Chalet pareado en calle Emigrante;Chalet;Profesional;6;San Lazaro-Otero-Villafría;Oviedo;1619;210;No;Sí;Sí;340000
107099585;Casa independiente en Lugar Sardalla;Chalet;Profesional;8;-;Ribadesella;1324;506;No;Sí;Sí;670000
107528766;Casa independiente en Lugar la Rivera, 5 a;Chalet;Profesional;3;-;Villaviciosa;2946;112;No;Sí;Sí;330000
106939853;Piso en avenida la Paz;Piso;Profesional;4;-;Llanes;2500;112;No;No;No;280000
107461258;Piso en calle la Mancha;Piso;Profesional;3;Pumarín;Gijón;1403;77;No;No;No;108000
106103842;Piso en calle Marqués de Teverga;Piso;Profesional;4;Plaza de América;Oviedo;2189;127;No;No;No;278000
106162862;Piso en calle Concejo de Coaña;Piso;Profesional;3;Viesques;Gijón;2382;149;No;Sí;Sí;354900
106396185;Casa independiente en Camín de Casa Pelayo;Chalet;Profesional;3;Deva;Gijón;2333;150;No;Sí;No;350000
106743594;Piso en calle Manuel Fernández Juncos;Piso;Profesional;3;-;Ribadesella;2500;90;No;No;No;225000
102283572;Casa independiente en As-115;Chalet;Profesional;3;-;Llanes;335;260;No;Sí;Sí;87000
107282796;Chalet pareado en camino Bahínas;Chalet;Profesional;4;-;Castrillon;1890;246;No;No;No;465000
107418000;Piso en calle la Vega;Piso;Profesional;4;-;Mieres del Camino;644;101;No;No;No;65000
106823635;Chalet pareado en calle Nueva;Chalet;Profesional;4;-;Llanes;2400;150;No;Sí;Sí;360000
106397898;Casa independiente en Molin de la Arena, 23;Chalet;Profesional;3;-;Gozón;1217;263;No;Sí;No;320000
105721958;Casa independiente en Vv-3, 22 -20;Chalet;Profesional;4;-;Villaviciosa;1652;224;No;Sí;No;370000
104760324;Chalet en Camín de la Ponderosa, 165;Chalet;Profesional;3;Porceyo - Cenero;Gijón;851;282;No;Sí;No;239900
103564061;Piso en calle Escuela Capataces, 34;Piso;Profesional;3;-;Mieres del Camino;694;72;No;No;No;50000
105296712;Piso en calle Ramón y Cajal, 6;Piso;Profesional;3;-;Mieres del Camino;952;104;No;Sí;No;99000
104924670;Casa independiente en calle Fuente, 2;Chalet;Profesional;5;-;El Franco;1020;201;No;Sí;No;205000
107553304;Piso en calle Emilio Llaneza, 1;Piso;Profesional;3;Corredoria-La Carisa-Prado de La Vega;Oviedo;2120;75;No;Sí;No;159000
98487412;Casa independiente en Barrio Carbainos;Chalet;Profesional;3;Porceyo - Cenero;Gijón;387;344;No;No;Sí;133000
102741732;Chalet pareado en Urbanización Laureles;Chalet;Profesional;4;-;Gozón;1171;252;No;Sí;Sí;295000
106978991;Chalet pareado en de la Reguera;Chalet;Profesional;4;-;Langreo;423;142;No;No;Sí;60000
107078744;Chalet adosado en Abedules;Chalet;Profesional;3;-;Llanera;1447;206;No;Sí;Sí;298000
106791787;Chalet adosado en calle los Brezos;Chalet;Profesional;4;-;Llanera;1057;246;No;Sí;No;260000
98487412;Casa independiente en Barrio Carbainos;Chalet;Profesional;3;Porceyo - Cenero;Gijón;387;344;No;No;Sí;133000
107527582;Casa independiente en As-372, 61;Chalet;Profesional;5;-;Las Regueras;1150;300;No;Sí;Sí;345000
104561253;Casa independiente en Lugar Latores;Chalet;Profesional;5;-;Oviedo;1317;300;No;Sí;Sí;395000
102995661;Chalet adosado en El Remedio;Chalet;Profesional;3;-;Nava;1117;93;No;Sí;Sí;103900
107078744;Chalet adosado en Abedules;Chalet;Profesional;3;-;Llanera;1447;206;No;Sí;Sí;298000
102741732;Chalet pareado en Urbanización Laureles;Chalet;Profesional;4;-;Gozón;1171;252;No;Sí;Sí;295000
82681864;Casa independiente en Toleo;Chalet;Profesional;3;-;Oviedo;1882;526;No;Sí;No;990000
100079377;Chalet pareado en Enebros;Chalet;Profesional;6;-;Llanera;922;523;No;Sí;Sí;482000
105651308;Casa independiente en calle Reborio;Chalet;Profesional;5;-;Muros de Nalón;1818;330;No;Sí;Sí;600000
107563447;Piso en calle González del Valle, 2;Piso;Profesional;9;Parque San Francisco-Uría;Oviedo;2609;230;No;No;No;600000
104703854;Piso en calle Severo Ochoa;Piso;Profesional;3;-;Castrillon;769;104;No;No;No;80000
96409675;Casa independiente en Los Canales;Chalet;Profesional;5;-;Bimenes;1133;428;No;Sí;Sí;485000
104681018;Casa independiente en Lugar Carbayos;Chalet;Profesional;3;-;Castrillon;2784;97;No;Sí;Sí;270000
100842122;Casa independiente en calle Reborio;Chalet;Profesional;3;-;Muros de Nalón;3890;100;No;No;Sí;389000
106230567;Casa independiente en Lugar Barredo;Chalet;Profesional;5;-;Gozón;1510;298;No;Sí;Sí;450000
105118101;Casa independiente en Ln-8;Chalet;Profesional;6;-;Lena;730;315;No;No;Sí;230000
103212588;Chalet adosado en avenida Monsacro;Chalet;Profesional;4;-;Morcín;1327;147;No;No;No;195000
100402436;Casa independiente en calle Cruz;Chalet;Profesional;6;-;Gozón;1083;254;No;Sí;Sí;275000
104527035;Casa de pueblo;Casa Rural;Profesional;3;-;Peñamellera Baja;1200;100;No;No;Sí;120000
105547431;Piso en calle Ataúlfo Argenta;Piso;Profesional;3;-;San Martín del Rey Aurelio;1055;91;No;No;No;96000
104341209;Casa independiente en camino Portizuelo;Chalet;Profesional;10;-;Luarca - Valdés;3549;648;No;Sí;Sí;2300000
107102513;Casa independiente en Aldea Portiella;Chalet;Profesional;4;-;Llanera;1804;194;No;Sí;Sí;350000
103508825;Casa independiente en calle Los Carbayinos;Chalet;Profesional;3;-;Soto del Barco;1520;171;No;Sí;Sí;260000
101467941;Piso en calle Reina Adosinda;Piso;Profesional;3;-;Pravia;624;88;No;No;No;54900
104450227;Piso en As-249;Piso;Profesional;3;-;Siero;1064;78;No;No;Sí;83000
103682095;Casa independiente en La Rebollada;Chalet;Profesional;3;-;Tineo;857;231;No;Sí;Sí;198000
100087894;Piso en calle Fray Norberto del Prado;Piso;Profesional;3;-;Laviana;2236;123;No;Sí;No;275000
106691808;Piso en avenida Doctor Jose Luis-Perez Campoamor;Piso;Profesional;3;-;Tapia de Casariego;3548;93;No;Sí;No;330000
