Id del anuncio;Título;Tipo de inmueble;Tipo de vendedor;Habitaciones;Barrio;Municipio;Euros/m2;Metros cuadrados construidos;Obra nueva (Sí/No);Parking (Sí/No);Jardín (Sí/No);Precio
106276074;Piso;Piso;Profesional;3;HUCA-La Cadellada;Oviedo;1684;98;No;No;No;165000
93828114;Casa independiente en calle Veguellina;Chalet;Profesional;8;-;Aller;635;850;No;Sí;Sí;540000
105223041;Piso;Piso;Profesional;3;-;Quirós;690;42;No;No;No;29000
106604370;Piso en calle Cabruñana;Piso;Profesional;3;-;Avilés;1620;79;No;Sí;No;128000
105997639;Piso en avenida de Gijón;Piso;Profesional;3;-;Avilés;645;110;No;No;No;71000
107165446;Finca rústica en calle la Tejera, 4;Casa Rural;Profesional;3;-;Lena;1100;100;No;No;Sí;110000
107186151;Piso en calle de la Cámara;Piso;Profesional;3;-;Avilés;1825;137;No;Sí;No;250000
98616934;Casa rural en Lugar Pola del Pino;Casa Rural;Profesional;3;-;Aller;422;187;No;No;Sí;79000
105223150;Casa independiente;Chalet;Profesional;3;-;Oviedo;2913;103;No;No;No;300000
105223069;Casa de pueblo;Casa Rural;Profesional;6;-;Siero;706;680;No;Sí;Sí;480000
101574858;Chalet en Lugar Castro;Chalet;Profesional;3;-;Siero;802;131;No;Sí;No;105000
107278268;Chalet adosado;Chalet;Profesional;4;-;Avilés;1806;227;No;Sí;No;410000
105394665;Piso en Barrio la Vega;Piso;Profesional;3;-;Mieres del Camino;909;121;No;No;No;110000
101171887;Casa independiente en la cortina;Chalet;Profesional;8;-;Lena;795;112;No;No;Sí;89000
105604769;Casa de pueblo en Pola Vieya;Casa Rural;Profesional;3;-;Aller;302;255;No;Sí;No;77000
105223047;Piso;Piso;Profesional;6;Parque San Francisco-Uría;Oviedo;1858;344;No;No;No;639000
107148676;Piso en calle del Prado;Piso;Profesional;4;-;Avilés;2189;106;No;Sí;No;232000
88975150;Piso en calle del Quirinal;Piso;Profesional;3;-;Avilés;1398;88;No;No;No;123000
107165446;Finca rústica en calle la Tejera, 4;Casa Rural;Profesional;3;-;Lena;1100;100;No;No;Sí;110000
105604769;Casa de pueblo en Pola Vieya;Casa Rural;Profesional;3;-;Aller;302;255;No;Sí;No;77000
107278268;Chalet adosado;Chalet;Profesional;4;-;Avilés;1806;227;No;Sí;No;410000
106276074;Piso;Piso;Profesional;3;HUCA-La Cadellada;Oviedo;1684;98;No;No;No;165000
105767420;Piso en calle de la Pola;Piso;Profesional;3;-;Salas;833;90;No;Sí;No;75000
97282630;Chalet en Fuentespino;Chalet;Profesional;6;-;Siero;1132;485;No;Sí;No;549000
106044986;Piso en avenida Fernández Balsera;Piso;Profesional;4;-;Avilés;1381;105;No;No;No;145000
105477493;Piso en travesía de la Vidriera;Piso;Profesional;4;-;Avilés;1808;120;No;Sí;No;217000
105765695;Casa independiente en Aldea Fontoria;Chalet;Profesional;6;-;Belmonte de Miranda;640;250;No;Sí;No;159900
106880710;Piso en calle Gregorio Aurre;Piso;Profesional;4;-;Langreo;893;140;No;No;No;125000
107056601;Chalet en Doña Palla;Chalet;Profesional;8;-;Pravia;1677;334;No;Sí;Sí;560000
97365765;Piso en calle Uría;Piso;Profesional;4;Parque San Francisco-Uría;Oviedo;2357;280;No;No;No;660000
104652648;Piso en Barrio la Vega;Piso;Profesional;3;-;Mieres del Camino;977;121;No;No;No;118200
102421092;Chalet en calle la Plaza;Chalet;Profesional;11;-;Colunga;352;398;No;No;No;140000
107056906;Casa independiente en Doña Palla;Chalet;Profesional;6;-;Pravia;1602;249;No;Sí;Sí;399000
107233885;Piso en calle Inmobiliaria Setsa;Piso;Profesional;3;-;Langreo;999;80;No;No;No;79900
107476220;Casa independiente en calle vivendi;Chalet;Profesional;4;-;Llanes;2468;156;No;Sí;Sí;385000
106602226;Piso en calle Fray Ceferino;Piso;Profesional;4;Salesas-Foncalada-Campoamor;Oviedo;2034;145;No;Sí;No;294900
97527647;Piso en calle Conde de Toreno;Piso;Profesional;3;Parque San Francisco-Uría;Oviedo;2345;145;No;Sí;No;340000
107056873;Chalet en Mo-2;Chalet;Profesional;5;-;Morcín;844;290;No;Sí;Sí;244900
106790404;Piso en paseo del Río Güeña, 2;Piso;Profesional;3;-;Cangas de Onís;2123;106;No;No;No;225000
96221703;Casa independiente en calle Ferreros;Chalet;Profesional;4;-;Ribera de Arriba;1133;375;No;No;No;425000
106638595;Piso en calle Reguera Para, 2;Piso;Profesional;3;-;Lena;936;102;No;No;No;95500
96372219;Casa independiente en As-343;Chalet;Profesional;8;-;Ribadedeva;2013;472;No;Sí;Sí;950000
100630108;Casa independiente en Lugar Pendueles;Chalet;Profesional;6;-;Llanes;1765;374;No;Sí;Sí;660000
97282633;Chalet en Lugar Arboleya;Chalet;Profesional;3;-;Cabranes;731;130;No;No;Sí;95000
103515271;Piso en plaza Barqueras;Piso;Profesional;5;-;Llanes;1970;198;No;No;No;390000
105268847;Piso en avenida Valentín Masip;Piso;Profesional;5;Masip;Oviedo;1233;129;No;No;No;159000
106848077;Casa independiente en calle Latores;Chalet;Profesional;4;-;Oviedo;1215;325;No;Sí;Sí;395000
102423301;Casa independiente en calle Corral De Arnero S/n;Chalet;Profesional;5;-;Llanes;2308;260;No;Sí;No;600000
100366111;Dúplex en calle Pidal;Duplex;Profesional;4;-;Llanes;2908;120;No;Sí;No;349000
105029331;Chalet en Urbanización El Bosque;Chalet;Profesional;4;-;Llanes;3796;137;No;No;Sí;520000
101602479;Casa independiente en As-340;Chalet;Profesional;4;-;Llanes;1253;379;No;Sí;Sí;475000
103894130;Piso en avenida Valentín Masip;Piso;Profesional;4;Masip;Oviedo;1786;196;No;Sí;No;350000
105779830;Casa independiente en Sevares;Chalet;Profesional;6;-;Piloña;1813;800;No;No;No;1450000
106350371;Piso en calle Lope de Vega;Piso;Profesional;3;Fozaneldi-Tenderina;Oviedo;1324;102;No;Sí;No;135000
106333026;Chalet en avenida Covadonga;Chalet;Profesional;3;-;Cangas de Onís;942;207;No;Sí;Sí;195000
106618764;Piso en calle los Magnolios;Piso;Profesional;3;-;Llanera;1902;92;No;Sí;Sí;175000
97705543;Chalet adosado en Lugar Mediavilla;Chalet;Profesional;5;-;Llanes;845;142;No;No;No;120000
106333026;Chalet en avenida Covadonga;Chalet;Profesional;3;-;Cangas de Onís;942;207;No;Sí;Sí;195000
104732142;Piso en calle Armando Ojanguren;Piso;Profesional;5;Salesas-Foncalada-Campoamor;Oviedo;2275;167;No;No;No;380000
100630108;Casa independiente en Lugar Pendueles;Chalet;Profesional;6;-;Llanes;1765;374;No;Sí;Sí;660000
102310057;Casa independiente en Urbanización El Bosque;Chalet;Profesional;4;-;Llanes;3796;137;No;Sí;No;520000
106350371;Piso en calle Lope de Vega;Piso;Profesional;3;Fozaneldi-Tenderina;Oviedo;1324;102;No;Sí;No;135000
107367753;Casa independiente;Chalet;Profesional;3;-;Gozón;1613;150;No;Sí;Sí;242000
107494574;Piso en plaza Donantes;Piso;Profesional;3;Montevil;Gijón;2404;104;No;Sí;No;250000
107313402;Piso;Piso;Profesional;3;-;Cudillero;1189;95;No;No;No;113000
106136900;Piso;Piso;Profesional;3;-;Cangas de Onís;991;109;No;No;No;108000
106595392;Casa independiente en As-388;Chalet;Profesional;3;-;Gozón;2420;100;No;No;No;242000
104695219;Dúplex;Duplex;Profesional;3;Roces;Gijón;1958;120;No;Sí;Sí;235000
106204541;Piso en avenida de Galicia, 40;Piso;Profesional;4;Masip;Oviedo;2273;88;No;No;No;200000
107491524;Ático en avenida Cristo de las Cadenas;Ático;Profesional;4;El Cristo;Oviedo;2325;169;No;Sí;Sí;393000
106839400;Piso en calle Guipúzcoa;Piso;Profesional;3;Pumarín;Gijón;1814;86;No;No;No;156000
106763375;Piso en calle Ezcurdia, 168;Piso;Profesional;5;El Bibio - Les Mestes;Gijón;3342;193;No;Sí;No;645000
106610207;Chalet pareado en camino de la Playa;Chalet;Profesional;5;-;Llanes;1523;325;No;Sí;Sí;495000
105650351;Piso en calle Concejo de Belmonte;Piso;Profesional;3;-;Tineo;712;111;No;Sí;No;79000
97403102;Casa independiente en Miera, 1;Chalet;Profesional;6;-;Salas;1120;357;No;No;No;400000
107126552;Chalet adosado;Chalet;Profesional;3;-;Mieres del Camino;203;160;No;No;No;32500
105348447;Piso en calle Doctor Marañón;Piso;Profesional;3;-;Avilés;1845;84;No;No;No;155000
107287811;Piso en calle Decano Prendes Pando, 31;Piso;Particular;3;Centro - Puerto;Gijón;2477;109;No;Sí;No;270000
104067380;Piso en Lugar Arenas, 300 -a;Piso;Profesional;3;-;Cabrales;1517;89;No;No;No;135000
106594003;Chalet en Vía;Chalet;Profesional;3;-;Candamo;295;220;No;No;Sí;65000
105000531;Piso en calle Doctor Graíño;Piso;Profesional;3;-;Avilés;1528;144;No;Sí;No;220000
105012431;Casa independiente en calle Los Carbayinos;Chalet;Profesional;3;-;Soto del Barco;1529;170;No;Sí;No;260000
106194437;Casa independiente;Chalet;Profesional;4;-;Siero;1422;230;No;Sí;Sí;327000
106757371;Piso en calle Leopoldo Alas Clarín;Piso;Profesional;3;-;Avilés;2013;77;No;Sí;No;155000
105555870;Casa independiente en Lugar Prado, 85 -c;Chalet;Profesional;3;-;Caravia;4000;114;No;Sí;Sí;456000
95111665;Casa independiente en Lugar las Caldas, 30 -56;Chalet;Profesional;21;-;Oviedo;262;531;No;No;Sí;139000
107217315;Piso;Piso;Profesional;6;Parque San Francisco-Uría;Oviedo;2400;150;No;No;No;360000
106919668;Piso en avenida del Principado, 18;Piso;Profesional;4;-;Laviana;2742;190;No;Sí;No;521000
107050939;Piso en avenida Principado de Asturias;Piso;Profesional;3;-;San Martín del Rey Aurelio;609;115;No;No;No;69995
101323178;Piso en Carboneres;Piso;Profesional;3;-;Gozón;3989;89;No;Sí;Sí;355000
106894472;Piso;Piso;Profesional;6;Parque San Francisco-Uría;Oviedo;3122;221;No;Sí;No;690000
106188147;Piso en calle Dalia;Piso;Profesional;3;-;Mieres del Camino;429;70;No;No;No;30000
107506604;Chalet adosado;Chalet;Profesional;4;-;Cudillero;1037;270;No;Sí;Sí;280000
94690580;Chalet;Chalet;Profesional;3;-;Peñamellera Baja;300;110;No;No;No;33000
106421453;Chalet en Estación, 17;Chalet;Profesional;4;-;Mieres del Camino;204;137;No;No;No;28000
107125410;Piso en calle San Gabriel;Piso;Profesional;3;El Llano Alto;Gijón;2268;97;No;No;No;220000
104633227;Piso en calle Fuertes Acevedo, 32;Piso;Profesional;4;La Ería;Oviedo;1070;114;No;No;No;122000
107448904;Chalet;Chalet;Profesional;3;-;Ribera de Arriba;1333;165;No;Sí;No;220000
107506604;Chalet adosado;Chalet;Profesional;4;-;Cudillero;1037;270;No;Sí;Sí;280000
94690580;Chalet;Chalet;Profesional;3;-;Peñamellera Baja;300;110;No;No;No;33000
98017475;Casa independiente en Antromero;Chalet;Profesional;3;-;Gozón;2659;91;No;Sí;No;242000
104633227;Piso en calle Fuertes Acevedo, 32;Piso;Profesional;4;La Ería;Oviedo;1070;114;No;No;No;122000
107158316;Piso;Piso;Profesional;3;Ciudad Naranco-Prados de La Fuente;Oviedo;1609;92;No;No;No;148000
104562798;Caserón;Casa Rural;Profesional;7;-;Pravia;3000;450;No;Sí;Sí;1350000
99886843;Casa rural en Mesas de con;Casa Rural;Profesional;5;-;Cangas de Onís;1156;294;No;Sí;Sí;340000
104102988;Chalet adosado en calle la Vallina de Olivares, 5;Chalet;Profesional;4;Olivares;Oviedo;610;82;No;No;No;50000
106124385;Casa independiente;Chalet;Profesional;6;-;Tapia de Casariego;386;300;No;Sí;Sí;115900
100546615;Casa rural en Lugar la Fuente, 20;Casa Rural;Profesional;3;-;Aller;355;110;No;No;No;39000
102357614;Chalet en calle Magdalena, 9;Chalet;Profesional;5;-;Soto del Barco;1245;241;No;Sí;No;299999
107161139;Chalet pareado en Siero;Chalet;Profesional;5;-;Siero;1554;280;No;Sí;Sí;435000
107291640;Chalet adosado en calle Cimadevilla;Chalet;Profesional;3;-;Cudillero;1133;128;No;No;No;145000
39552965;Piso en calle Jesús de la Piedra, 5 -1;Piso;Profesional;3;-;Villaviciosa;1379;87;No;No;No;120000
106086763;Casa independiente en calle Reborio, 63;Chalet;Profesional;6;-;Muros de Nalón;1010;196;No;No;No;198000
99382692;Casa independiente en Salamir;Chalet;Profesional;6;-;Cudillero;1500;500;No;Sí;Sí;750000
107034839;Piso;Piso;Profesional;3;-;Langreo;586;111;No;No;No;65000
105786219;Piso;Piso;Profesional;3;-;Lena;1029;105;No;No;No;108000
106901702;Casa independiente;Chalet;Profesional;4;-;Carreño;2350;200;No;Sí;Sí;470000
103818029;Casa independiente;Chalet;Profesional;6;-;Ribadesella;1512;430;No;Sí;Sí;650000
107436375;Piso;Piso;Profesional;3;-;Avilés;1276;98;No;No;No;125000
107412950;Chalet adosado;Chalet;Profesional;3;-;Ribadedeva;743;74;No;No;No;55000
95844323;Casa independiente;Chalet;Profesional;3;-;Ribadesella;1788;165;No;No;Sí;295000
104209403;Chalet pareado;Chalet;Profesional;5;-;Luarca - Valdés;530;300;No;Sí;Sí;159000
107334178;Chalet en calle Reborio;Chalet;Profesional;3;-;Muros de Nalón;3087;126;No;No;Sí;389000
100952273;Casa independiente;Chalet;Profesional;5;-;Navia;1344;320;No;Sí;Sí;430000
106982192;Piso;Piso;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;2275;102;No;No;No;232000
107278383;Piso en calle Alonso de Quintanilla, 7;Piso;Particular;3;Salesas-Foncalada-Campoamor;Oviedo;2656;90;No;No;No;239000
107531671;Casa independiente;Chalet;Particular;4;Granda;Gijón;2389;337;No;Sí;Sí;805000
105818377;Piso en calle Nicaragua;Piso;Profesional;3;La Calzada;Gijón;1112;89;No;No;No;99000
105960977;Casa independiente en Aldea Barrionuevo;Chalet;Profesional;5;-;Castropol;391;120;No;No;Sí;46900
107223982;Casa independiente;Chalet;Profesional;4;-;Luarca - Valdés;1667;300;No;No;No;500000
107298024;Piso en calle Ana María;Piso;Profesional;3;El Llano;Gijón;1045;88;No;No;No;92000
107360313;Piso en calle el Parque;Piso;Profesional;3;-;Cangas de Onís;2069;87;No;No;No;180000
106702557;Casa independiente en calle Santa Rosa;Chalet;Profesional;16;-;Tapia de Casariego;548;420;No;No;Sí;230000
107418041;Piso en Barrio San Julian de Box, 4;Piso;Particular;5;-;Oviedo;500;90;No;No;No;45000
107425505;Piso;Piso;Profesional;3;San Lazaro-Otero-Villafría;Oviedo;1797;79;No;No;No;142000
86930736;Chalet en Lugar Celleruelo;Chalet;Profesional;3;-;Laviana;361;147;No;No;No;53000
107205592;Piso en calle Pablo Neruda, 22;Piso;Particular;3;El Natahoyo;Gijón;2250;140;No;Sí;No;315000
103461942;Casa independiente en El Cuto;Chalet;Profesional;3;-;Siero;542;332;No;Sí;Sí;180000
100667267;Dúplex en avenida de la estación;Duplex;Profesional;4;-;Luarca - Valdés;1367;120;No;Sí;No;164000
104514171;Piso en calle Ramón Asenjo;Piso;Profesional;8;-;Luarca - Valdés;1176;170;No;No;No;200000
107205592;Piso en calle Pablo Neruda, 22;Piso;Particular;3;El Natahoyo;Gijón;2250;140;No;Sí;No;315000
107528530;Chalet adosado en calle San Jose;Chalet;Profesional;3;-;Cudillero;753;73;No;No;No;55000
106229730;Casa independiente;Chalet;Profesional;4;-;Nava;1470;132;No;No;Sí;194000
105477107;Casa independiente;Chalet;Profesional;4;-;Siero;407;344;No;Sí;No;140000
103240919;Casa independiente en Pescaredo;Chalet;Profesional;3;-;Luarca - Valdés;1257;105;No;Sí;Sí;132000
100022186;Chalet en calle de Ramón y Cajal, 31;Chalet;Profesional;5;-;Siero;614;715;No;No;No;439000
107198517;Piso;Piso;Profesional;3;-;Avilés;1286;84;No;Sí;No;108000
107489304;Piso en calle Manso, 18;Piso;Particular;3;La Arena;Gijón;2725;91;No;No;No;248000
106811987;Casa independiente;Chalet;Profesional;4;-;Villaviciosa;2412;228;No;Sí;Sí;550000
105892075;Piso en calle Doctor Marañón;Piso;Profesional;3;-;Avilés;1404;114;No;No;No;160000
101960716;Casa de pueblo;Casa Rural;Profesional;4;-;Aller;519;134;No;No;No;69500
107510152;Piso en calle Miguel Servet, 11;Piso;Particular;3;La Calzada;Gijón;1804;97;No;No;Sí;175000
107328644;Piso en avenida Torrelavega;Piso;Profesional;3;Fozaneldi-Tenderina;Oviedo;1337;89;No;No;No;119000
107340716;Piso en calle de Francisco Rodríguez García, 10;Piso;Particular;3;Milán-Pumarín;Oviedo;2624;101;No;Sí;No;265000
104858235;Casa de pueblo en Llamigo, 14;Casa Rural;Particular;4;-;Llanes;847;209;No;No;No;177000
105022470;Piso en calle de la Cooperativa s/n;Piso;Profesional;3;-;Tineo;721;124,8;No;Sí;No;90000
105731898;Chalet pareado en calle el Portalón, 3;Chalet;Profesional;4;-;Lena;237;316;No;No;No;75000
105196278;Chalet;Chalet;Profesional;4;-;Avilés;1939;196;No;Sí;No;380000
107249423;Piso;Piso;Profesional;3;Fozaneldi-Tenderina;Oviedo;1694;85;No;Sí;No;144000
105765753;Chalet;Chalet;Profesional;3;-;Llanes;2211;90;No;No;No;199000
105906967;Chalet;Chalet;Profesional;4;-;Corvera de Asturias;1000;200;No;Sí;No;200000
107239721;Piso en calle oriental, 28;Piso;Particular;3;La Calzada;Gijón;1944;90;No;No;No;175000
98839314;Palacio;Casa Rural;Profesional;7;-;Siero;1496;534;No;Sí;Sí;799000
107225770;Chalet adosado;Chalet;Profesional;4;-;Castrillon;1898;245;No;Sí;Sí;465000
105710986;Chalet adosado;Chalet;Profesional;4;-;Siero;685;270;No;Sí;No;185000
105384122;Chalet adosado;Chalet;Profesional;5;-;Siero;1951;223;No;Sí;Sí;435000
107300094;Ático en calle la Riera;Ático;Profesional;3;Corredoria-La Carisa-Prado de La Vega;Oviedo;2441;127;No;Sí;No;310000
94970794;Chalet;Chalet;Profesional;5;-;Cangas de Narcea;727;165;No;No;No;120000
104622385;Casa independiente;Chalet;Profesional;8;-;Gozón;1667;600;No;Sí;Sí;1000000
102738662;Casa independiente;Chalet;Profesional;5;-;Illas;440;500;No;No;Sí;220000
107258226;Chalet adosado en calle Porvenir, 2;Chalet;Particular;4;Tremañes;Gijón;1939;180;No;No;No;349000
107310655;Casa independiente;Chalet;Profesional;4;-;Villaviciosa;2264;349;No;No;No;790000
104286555;Piso;Piso;Profesional;4;Salesas-Foncalada-Campoamor;Oviedo;1904;125;No;Sí;No;238000
107256186;Piso;Piso;Profesional;3;-;Mieres del Camino;726;95;No;No;No;69000
101260616;Casa independiente en felipe canseco;Chalet;Profesional;4;-;Lena;473;110;No;No;No;52000
102690302;Chalet;Chalet;Profesional;7;-;Llanes;2396;288;No;Sí;No;690000
107354939;Piso en calle Luis Braille, 5;Piso;Particular;3;El Natahoyo;Gijón;1741;86;No;No;Sí;149700
104286555;Piso;Piso;Profesional;4;Salesas-Foncalada-Campoamor;Oviedo;1904;125;No;Sí;No;238000
105597918;Chalet en As-321;Chalet;Profesional;5;-;Illas;1929;350;No;Sí;Sí;675000
107555675;Piso en calle Noreña, 19;Piso;Particular;3;Ventanielles;Oviedo;1944;90;No;Sí;Sí;175000
107513578;Piso en calle Cabo Noval, 12;Piso;Particular;4;Parque San Francisco-Uría;Oviedo;2468;158;No;No;No;390000
102437592;Chalet;Chalet;Profesional;5;-;Llanes;2148;454;No;Sí;No;975000
105203307;Chalet adosado;Chalet;Profesional;3;-;Llanes;1938;160;No;No;No;310000
105476701;Chalet;Chalet;Profesional;3;-;Llanes;1260;150;No;Sí;No;189000
104425899;Piso en calle Arroxinas;Piso;Profesional;3;-;Luarca - Valdés;1218;55;No;No;No;67000
107058194;Piso;Piso;Profesional;5;Salesas-Foncalada-Campoamor;Oviedo;2249;169;No;No;No;380000
105905137;Casa independiente;Chalet;Profesional;3;-;Avilés;1141;263;No;Sí;No;300000
106360002;Piso en calle Curion;Piso;Profesional;4;-;Luarca - Valdés;1186;118;No;No;No;140000
105936831;Piso en calle Ramón y Cajal s/n;Piso;Profesional;4;-;Gozón;2478;115;No;No;No;285000
107238120;Finca rústica en Lugar Quintana;Casa Rural;Profesional;8;-;Oviedo;282;709;No;No;Sí;200000
106315508;Chalet adosado;Chalet;Profesional;3;-;Llanes;1447;114;No;Sí;No;165000
106684438;Chalet;Chalet;Profesional;3;-;Colunga;1681;113;No;No;No;190000
107451354;Piso en avenida Telares;Piso;Profesional;3;-;Avilés;1111;90;No;No;No;100000
105530251;Piso en calle Bermúdez de Castro;Piso;Profesional;3;HUCA-La Cadellada;Oviedo;2016;62;No;No;No;125000
94348090;Piso;Piso;Profesional;4;Auditorio-Seminario-Parque de Invierno;Oviedo;1692;130;No;No;Sí;220000
106304740;Piso;Piso;Profesional;5;Centro - Puerto;Gijón;1975;157;No;No;No;310000
106930634;Piso en calle Infante, 11;Piso;Particular;3;-;Ribadesella;2000;110;No;No;No;220000
105279360;Piso en avenida Francisco Álvarez Martínez;Piso;Profesional;3;-;Llanera;1530;100;No;Sí;No;153000
106114086;Casa independiente en Paxio s/n;Chalet;Profesional;3;-;Mieres del Camino;659;170;No;Sí;Sí;112000
107507057;Piso en calle Asturias, 17;Piso;Particular;4;Parque San Francisco-Uría;Oviedo;3867;150;No;No;No;580000
107523521;Piso en calle General Elorza, 62;Piso;Particular;3;Milán-Pumarín;Oviedo;2175;114;No;No;No;248000
106890928;Piso en calle Martínez Marina, 14;Piso;Particular;3;Fontán;Oviedo;2409;110;No;No;No;265000
103501757;Casa independiente en Vía, 8;Chalet;Profesional;3;-;Salas;200;100;No;No;Sí;19990
104645787;Casa independiente en camino la Fragua;Chalet;Profesional;8;-;Luarca - Valdés;1867;300;No;No;Sí;560000
105965533;Piso en paseo Begoña;Piso;Profesional;5;Centro - Puerto;Gijón;2794;170;No;No;No;475000
107254496;Piso en calle Molin la Casuca, 12;Piso;Particular;3;Corredoria-La Carisa-Prado de La Vega;Oviedo;1750;108;No;Sí;No;189000
98498619;Chalet en Sevares;Chalet;Profesional;10;-;Piloña;197;350;No;No;No;69000
102131638;Casa rural en Leku Po, 124 b;Casa Rural;Particular;7;-;Llanes;2300;300;No;No;No;690000
102806423;Casa independiente en Aldea Pin de la Quinta, 27;Chalet;Particular;5;Buenavista;Oviedo;1333;540;No;Sí;Sí;720000
107181659;Piso en San Pedro de Mestallon, 15;Piso;Particular;3;Santo Domingo-El Campillín;Oviedo;2000;90;No;No;No;180000
107059049;Piso en calle Acebal y Rato, 3;Piso;Particular;5;Centro - San Lorenzo;Gijón;3689;122;No;No;No;450000
106877514;Piso en calle de Costa Rica, 30;Piso;Particular;4;La Calzada;Gijón;1529;85;No;No;No;130000
106929757;Piso en travesía Ciudades Hermanadas, 11;Piso;Particular;3;Viesques;Gijón;3842;95;No;Sí;Sí;365000
107002451;Piso en calle San Luis, 7;Piso;Particular;4;Centro - San Lorenzo;Gijón;2588;114;No;No;No;295000
107468702;Dúplex en calle Hermanos Soria;Duplex;Profesional;3;-;Avilés;2435;115;No;Sí;No;280000
107010857;Piso en calle Brasil, 15;Piso;Particular;3;La Calzada;Gijón;1625;88;No;No;No;143000
107088201;Piso en calle Aureliano San Román, 40;Piso;Particular;3;Milán-Pumarín;Oviedo;2157;83;No;No;No;179000
106958707;Piso en calle de la Solidaridad, 32;Piso;Particular;3;Tremañes;Gijón;1581;117;No;Sí;Sí;185000
106974560;Chalet pareado en Urbanización El Rinconín, 61;Chalet;Particular;3;Somió;Gijón;2861;165;No;Sí;Sí;472000
107248008;Piso en calle Marqués de Casa Valdés, 76;Piso;Particular;3;Centro - San Lorenzo;Gijón;2944;90;No;No;No;265000
105486852;Piso en Las Vegas;Piso;Profesional;3;-;Mieres del Camino;873;63;No;No;No;55000
106207411;Piso en avenida de Galicia;Piso;Profesional;4;Masip;Oviedo;2273;88;No;No;No;200000
106922936;Piso en calle Aureliano San Román, 10;Piso;Particular;3;Milán-Pumarín;Oviedo;2238;80;No;No;No;179000
107510177;Finca rústica;Casa Rural;Profesional;3;-;Villaviciosa;1184;152;No;No;Sí;180000
107088201;Piso en calle Aureliano San Román, 40;Piso;Particular;3;Milán-Pumarín;Oviedo;2157;83;No;No;No;179000
96951321;Chalet en As-375;Chalet;Profesional;3;-;Oviedo;1530;183;No;Sí;No;280000
88115523;Chalet en calle Bernardino Guardado;Chalet;Profesional;4;-;Avilés;1229;240;No;Sí;No;295000
106840131;Piso en calle del General Elorza, 63;Piso;Particular;3;Salesas-Foncalada-Campoamor;Oviedo;2694;85;No;Sí;No;229000
105303728;Casa independiente en La pereda s/n sn;Chalet;Particular;4;-;Llanes;2925;200;No;Sí;Sí;585000
100946927;Piso en avenida Valentín Masip, 19;Piso;Profesional;3;Masip;Oviedo;1136;110;No;No;No;125000
106218167;Chalet;Chalet;Profesional;4;-;Soto del Barco;211;280;No;No;No;59000
90657688;Piso en calle de Sabino Alvarez Gendin;Piso;Profesional;5;-;Avilés;1388;201;No;Sí;No;279000
107214604;Piso;Piso;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;1473;129;No;No;No;190000
101164361;Casa independiente en Lugar la Borbolla;Chalet;Profesional;3;-;Llanes;643;70;No;No;No;45000
26044613;Casa independiente en carretera N-634;Chalet;Profesional;9;-;Piloña;514;1800;No;No;Sí;925000
92243364;Chalet pareado;Chalet;Profesional;6;-;Gozón;531;320;No;Sí;Sí;170000
107420252;Casa independiente;Chalet;Particular;4;-;Oviedo;1440;580;No;No;No;835000
99113272;Dúplex en calle Alejandro Casona;Duplex;Profesional;3;-;Avilés;1439;139;No;No;No;200000
105952926;Casa independiente en Lledías;Chalet;Profesional;7;-;Llanes;1216;328;No;Sí;Sí;399000
95435834;Piso en calle Ángel Muñiz Toca;Piso;Profesional;3;El Cristo;Oviedo;1852;81;No;Sí;No;150000
106228165;Piso en calle Cirujeda;Piso;Profesional;3;Ceares - Jesuitas;Gijón;1699;73;No;No;No;124000
107114750;Casa de pueblo en santa barbara, 10;Casa Rural;Profesional;5;-;San Martín del Rey Aurelio;573;110;No;Sí;Sí;63000
101042001;Chalet en Lugar la Casona;Chalet;Profesional;3;-;Castrillon;1881;210;No;Sí;Sí;395000
107271715;Piso en avenida Castilla, 5;Piso;Particular;3;La Arena;Gijón;2992;120;No;No;No;359000
105427024;Casa independiente;Chalet;Profesional;3;-;Grado;179;445;No;No;Sí;79500
103918057;Chalet adosado en barrio de la quintana s/n;Chalet;Profesional;3;-;Pravia;756;86;No;No;No;65000
106594825;Piso;Piso;Profesional;4;-;San Martín del Rey Aurelio;340;103;No;No;No;35000
105474544;Casa independiente;Chalet;Profesional;30;-;Ribadesella;900;1400;No;Sí;Sí;1260000
97705562;Piso en avenida el Campón;Piso;Profesional;3;-;Castrillon;3523;88;No;Sí;No;310000
105680821;Chalet en La Laguna;Chalet;Profesional;3;-;Castrillon;544;90;No;No;No;49000
107226787;Piso en calle Ana María;Piso;Profesional;3;Pumarín;Gijón;1042;72;No;No;No;75000
105940657;Chalet adosado;Chalet;Particular;5;-;Llanera;987;375;No;Sí;Sí;370000
107329221;Dúplex en calle Nicanor del Campo;Duplex;Profesional;3;-;Luarca - Valdés;896;67;No;No;No;60000
107460991;Piso en Marques de Urquijo, 21;Piso;Particular;4;La Arena;Gijón;2407;108;No;No;No;260000
104798892;Chalet;Chalet;Profesional;6;-;Navia;1259;397;No;Sí;No;500000
104702127;Casa independiente;Chalet;Profesional;4;-;Luarca - Valdés;1917;120;No;No;No;230000
98225325;Casa rural en camino Naviella, 4;Casa Rural;Profesional;4;Puao - Fresno - Serin;Gijón;385;260;No;No;No;100000
107460991;Piso en Marques de Urquijo, 21;Piso;Particular;4;La Arena;Gijón;2407;108;No;No;No;260000
