Id del anuncio;Tipo de inmueble;Tipo de vendedor;Barrio;Municipio;Distrito;Precio;Euros/m2;Metros cuadrados construidos;Habitaciones;Baños;Planta;Latitud;Longitud;Ascensor (Sí/No);Obra nueva (Sí/No);Piscina (Sí/No);Terraza (Sí/No);Parking (Sí/No);Parking incluído en el precio (Sí/No);Aire acondicionado (Sí/No);Trastero (Sí/No);Jardín (Sí/No)
106849931;Piso;Profesional;-;Siero;Lugones;115000.0;1150.0;100;3.0;2.0;3;43,4018799;-5,8051326;No;No;No;Sí;Sí;Sí;No;Sí;No
106850685;Piso;Profesional;-;Siero;Lugones;80000.0;1026.0;78;3.0;1.0;4;43,4009762;-5,8111293;No;No;No;No;No;No;No;No;No
106850902;Piso;Profesional;-;Llanes;Llanes;290000.0;3494.0;83.0;2.0;2.0;1;43,4219204;-4,7662371;Sí;No;No;Sí;Sí;Sí;No;Sí;Sí
106851762;Piso;Profesional;El Llano Alto;Gijón;El Llano;115000.0;1292.0;89;2.0;1.0;1;43,5236991;-5,6694107;No;No;No;No;No;No;No;No;No
106852123;Piso;Profesional;Cerdeño-El Palais-Mercadín;Oviedo;Fozaneldi-Tenderina-Ventanielles;149995.0;1027.0;146.0;3.0;2.0;3;43,3685266;-5,819243;Sí;No;No;Sí;Sí;Sí;No;Sí;No
106852481;Piso;Profesional;-;Mieres del Camino;Requejo - Rozaes - Oñón;49947.0;847.0;59;3.0;1.0;4;43,256286;-5,7607225;No;No;No;No;Sí;Sí;No;Sí;No
106852681;Piso;Profesional;Polígono;Gijón;Sur;275000.0;3274.0;84.0;2.0;1.0;1;43,538568;-5,6734715;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
106852699;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;475000.0;2762.0;172.0;4.0;2.0;3;43,3657675;-5,8544918;Sí;No;No;Sí;Sí;Sí;No;Sí;No
106853932;Piso;Profesional;Centro - Puerto;Gijón;Centro;520000.0;4160.0;125.0;4.0;2.0;3;43,5425164;-5,6638942;Sí;No;No;Sí;No;No;No;No;No
106854203;Piso;Profesional;San Lazaro-Otero-Villafría;Oviedo;San Lazaro-Otero-Villafría;130000.0;1477.0;88;2.0;1.0;2;43,3532418;-5,8416577;Sí;No;No;No;Sí;No;No;No;No
106855648;Piso;Particular;-;Langreo;Riaño - Barros;80000.0;615.0;130;4.0;2.0;4;43,3271928;-5,7197414;Sí;No;No;Sí;No;No;No;No;No
106855892;Piso;Profesional;-;Lena;-;50000.0;794.0;63;2.0;1.0;1;43,1609942;-5,8300541;No;No;No;No;No;No;No;Sí;No
106856247;Piso;Profesional;-;Avilés;Centro;199000.0;1658.0;120.0;3.0;2.0;1;43,5585367;-5,9233561;No;No;No;No;No;No;No;No;No
106859941;Piso;Profesional;-;Llanes;Llanes;203500.0;1957.0;104.0;2.0;2.0;3;43,4181033;-4,7539569;No;Sí;No;No;No;No;No;No;No
106859943;Piso;Profesional;-;Llanes;Llanes;145000.0;2101.0;69;1.0;1.0;1;43,4195643;-4,755784;No;Sí;No;No;No;No;No;No;No
106859945;Piso;Profesional;-;Llanes;Llanes;145000.0;2101.0;69;1.0;1.0;3;43,4205989;-4,7533018;No;Sí;No;No;No;No;No;No;No
106860517;Piso;Profesional;La Calzada;Gijón;Oeste;128900.0;2113.0;61;2.0;1.0;Entreplanta;43,5401594;-5,702304;Sí;No;No;Sí;No;No;No;Sí;No
106861178;Piso;Profesional;Montecerrao;Oviedo;Buenavista-Ería-Montecerrao;320000.0;2105.0;152.0;4.0;2.0;3;43,3503708;-5,8711664;Sí;No;No;Sí;Sí;Sí;No;Sí;No
106863930;Ático;Profesional;La Arena;Gijón;Este;249000.0;3320.0;75.0;2.0;1.0;9;43,5349801;-5,6505847;Sí;No;No;Sí;No;No;No;No;No
106865370;Piso;Profesional;-;Avilés;El Carbayedo - El Quirinal;155000.0;1845.0;84.0;4.0;1.0;3;43,5535243;-5,9270431;Sí;No;No;No;No;No;No;No;No
106867372;Piso;Particular;-;Avilés;Centro;170000.0;2099.0;81.0;2.0;1.0;6;43,5583701;-5,9287196;Sí;No;No;No;Sí;Sí;No;Sí;No
106874944;Piso;Profesional;Polígono;Gijón;Sur;260000.0;3133.0;83.0;2.0;1.0;2;43,538568;-5,6734715;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
106875003;Piso;Profesional;Polígono;Gijón;Sur;275000.0;3313.0;83.0;2.0;1.0;4;43,538568;-5,6734715;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
106875024;Piso;Profesional;-;Llanera;-;100000.0;1149.0;87;4.0;3.0;3;43,4417998;-5,8196051;No;No;No;No;No;No;No;No;No
106875860;Piso;Profesional;La Arena;Gijón;Este;290000.0;3412.0;85.0;3.0;1.0;2;43,5395051;-5,6474731;Sí;No;No;Sí;No;No;No;No;No
106876574;Piso;Profesional;Laviada;Gijón;Centro;220000.0;2222.0;99.0;3.0;1.0;2;43,5385192;-5,6703929;Sí;No;No;Sí;No;No;No;Sí;No
106876900;Ático;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;396000.0;3600.0;110.0;2.0;1.0;-;43,3667717;-5,8483453;Sí;Sí;No;Sí;Sí;Sí;No;No;No
106877714;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;275000.0;2778.0;99.0;2.0;2.0;3;43,3667717;-5,8483453;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
106877719;Ático;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;396000.0;3600.0;110.0;2.0;2.0;6;43,3667717;-5,8483453;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
106877921;Piso;Profesional;HUCA-La Cadellada;Oviedo;Corredoria-Huca-Teatinos;135000.0;1800.0;75;3.0;1.0;6;43,3744249;-5,8356811;Sí;No;No;Sí;No;No;No;No;No
106878496;Piso;Profesional;La Guía;Gijón;Somió - Cabueñes;100000.0;1515.0;66;1.0;1.0;1;43,5344772;-5,6300706;No;No;No;No;No;No;No;No;No
106879650;Piso;Profesional;Buenavista;Oviedo;Buenavista-Ería-Montecerrao;259900.0;1856.0;140.0;4.0;2.0;7;43,3600725;-5,8628763;Sí;No;No;Sí;Sí;Sí;No;No;No
106879738;Piso;Profesional;Ceares - Jesuitas;Gijón;Este;99900.0;1816.0;55;2.0;1.0;4;43,530276;-5,6567753;No;No;No;No;No;No;No;No;No
106880302;Piso;Profesional;Plaza de América;Oviedo;Centro-Casco Histórico;375000.0;1524.0;246.0;5.0;3.0;1;43,3600002;-5,8563395;Sí;No;No;No;Sí;Sí;No;Sí;No
106880710;Piso;Profesional;-;Langreo;La Felguera;125000.0;893.0;140;4.0;2.0;4;43,3091595;-5,6904032;Sí;No;No;No;No;No;No;Sí;No
106881021;Piso;Profesional;El Bibio - Les Mestes;Gijón;Este;335000.0;3641.0;92.0;3.0;1.0;1;43,5362836;-5,644696;Sí;No;No;No;Sí;Sí;No;No;No
106881141;Piso;Profesional;-;Corvera de Asturias;-;92500.0;1233.0;75;3.0;1.0;2;43,5360633;-5,9018013;Sí;No;No;No;No;No;No;Sí;No
106881168;Piso;Profesional;-;Avilés;Centro;120000.0;1395.0;86;3.0;1.0;3;43,5595346;-5,9306819;Sí;No;No;No;No;No;No;No;No
106881309;Ático;Profesional;-;Siero;El Berrón-La Carrera;90000.0;1250.0;72;2.0;1.0;5;43,3852812;-5,7040613;Sí;No;No;Sí;Sí;Sí;No;No;No
106881937;Piso;Profesional;-;Aller;-;65000.0;813.0;80;2.0;1.0;2;43,1686138;-5,7389764;Sí;No;No;No;No;No;No;Sí;No
106884690;Piso;Particular;Milán-Pumarín;Oviedo;Corredoria-Huca-Teatinos;135000.0;1731.0;78;2.0;1.0;4;43,3677719;-5,8471499;Sí;No;No;Sí;No;No;No;No;No
106886815;Piso;Profesional;-;Langreo;Sama;44000.0;506.0;87;3.0;1.0;2;43,2935238;-5,6841688;Sí;No;No;No;No;No;No;Sí;No
106888227;Piso;Profesional;Milán-Pumarín;Oviedo;Corredoria-Huca-Teatinos;165000.0;1988.0;83.0;3.0;1.0;5;43,3669506;-5,8494079;Sí;No;No;No;No;No;No;No;No
106889689;Piso;Particular;-;Siero;Lugones;90000.0;1667.0;54;1.0;1.0;1;43,3995532;-5,8081569;Sí;No;No;Sí;No;No;No;No;No
106889721;Piso;Profesional;Santo Domingo-El Campillín;Oviedo;Centro-Casco Histórico;135000.0;1467.0;92;3.0;1.0;5;43,3557411;-5,841489;Sí;No;No;No;No;No;No;Sí;No
106890153;Piso;Profesional;-;Avilés;El Carbayedo - El Quirinal;220000.0;1880.0;117.0;3.0;2.0;3;43,556625;-5,9309247;Sí;No;No;Sí;No;No;No;Sí;No
106890928;Piso;Particular;Fontán;Oviedo;Centro-Casco Histórico;265000.0;2409.0;110.0;3.0;2.0;4;43,3592997;-5,8472735;Sí;No;No;No;No;No;No;No;No
106891157;Piso;Profesional;-;Langreo;La Felguera;63922.0;695.0;92;3.0;2.0;4;43,3093896;-5,6901547;Sí;No;No;No;No;No;No;No;No
106892127;Piso;Profesional;Cimadevilla;Gijón;Centro;210000.0;3182.0;66.0;2.0;2.0;4;43,5475717;-5,6655623;Sí;No;No;No;No;No;No;No;No
106892127;Piso;Profesional;Cimadevilla;Gijón;Centro;210000.0;3182.0;66.0;2.0;2.0;4;43,5475717;-5,6655623;Sí;No;No;No;No;No;No;No;No
106894472;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;690000.0;3122.0;221.0;6.0;6.0;6;43,3619169;-5,852235;Sí;No;No;Sí;Sí;Sí;No;No;No
106894833;Piso;Profesional;-;Siero;El Berrón-La Carrera;47900.0;630.0;76;3.0;1.0;3;43,3839702;-5,7025843;Sí;No;No;No;No;No;No;Sí;No
106895014;Piso;Profesional;Centro - Puerto;Gijón;Centro;600000.0;3279.0;183.0;5.0;3.0;4;43,5412119;-5,6622426;Sí;No;No;Sí;No;No;No;No;No
106895822;Piso;Profesional;-;Mieres del Camino;Sta.Marina - Polígono;73000.0;1106.0;66;3.0;1.0;1;43,2397788;-5,7768526;Sí;No;No;No;No;No;No;Sí;No
106896468;Piso;Profesional;Ciudad Naranco-Prados de La Fuente;Oviedo;Ciudad Naranco-Vallobín-La Florida;155000.0;1550.0;100.0;3.0;2.0;1;43,3668063;-5,859048;Sí;No;No;No;No;No;No;Sí;No
106896746;Piso;Profesional;La Calzada;Gijón;Oeste;139900.0;2221.0;63;2.0;1.0;2;43,5404076;-5,6951656;Sí;No;No;No;No;No;No;No;No
106897284;Ático;Profesional;-;Cangas de Narcea;-;198000.0;792.0;250.0;7.0;3.0;-;43,1793022;-6,5515336;Sí;No;No;Sí;No;No;No;Sí;No
106897490;Piso;Profesional;La Calzada;Gijón;Oeste;156900.0;2092.0;75.0;3.0;2.0;1;43,5404324;-5,6985759;Sí;No;No;No;No;No;No;Sí;No
106900017;Piso;Particular;-;Langreo;Sama;99800.0;860.0;116;3.0;2.0;2;43,2940075;-5,6828351;Sí;No;No;No;No;No;No;Sí;No
106902808;Piso;Profesional;Montevil;Gijón;Sur;324000.0;3115.0;104.0;4.0;2.0;1;43,5209101;-5,6778775;Sí;No;No;No;Sí;Sí;No;Sí;No
106904116;Piso;Profesional;-;Aller;-;39900.0;614.0;65;3.0;1.0;3;43,1656679;-5,7357255;No;No;No;Sí;No;No;No;Sí;No
106904456;Piso;Profesional;Buenavista;Oviedo;Buenavista-Ería-Montecerrao;280000.0;2617.0;107.0;4.0;2.0;7;43,3613278;-5,8638523;Sí;No;No;Sí;Sí;Sí;No;No;No
106905599;Piso;Profesional;Milán-Pumarín;Oviedo;Corredoria-Huca-Teatinos;110000.0;2075.0;53;2.0;1.0;1;43,3674723;-5,8479498;Sí;No;No;No;No;No;No;Sí;No
106906092;Piso;Profesional;Centro - Puerto;Gijón;Centro;298000.0;4806.0;62.0;1.0;1.0;1;43,5432191;-5,6620032;Sí;Sí;No;No;No;No;No;No;No
106906099;Piso;Profesional;Centro - Puerto;Gijón;Centro;412000.0;5803.0;71.0;2.0;2.0;3;43,5432191;-5,6620032;Sí;Sí;No;No;No;No;No;No;No
106906100;Piso;Profesional;Centro - Puerto;Gijón;Centro;930000.0;4650.0;200.0;4.0;2.0;5;43,5432191;-5,6620032;Sí;Sí;No;Sí;No;No;No;No;No
106906109;Piso;Profesional;Centro - Puerto;Gijón;Centro;537000.0;5019.0;107.0;3.0;2.0;1;43,5432191;-5,6620032;Sí;Sí;No;Sí;No;No;No;No;No
106906121;Piso;Profesional;Centro - Puerto;Gijón;Centro;399000.0;5392.0;74.0;2.0;2.0;2;43,5432191;-5,6620032;Sí;Sí;No;No;No;No;No;No;No
106906129;Piso;Profesional;Centro - Puerto;Gijón;Centro;413000.0;5037.0;82.0;2.0;2.0;2;43,5432191;-5,6620032;Sí;Sí;No;No;No;No;No;No;No
106907939;Piso;Profesional;Jove - Veriña;Gijón;Oeste;165000.0;2538.0;65.0;2.0;1.0;3;43,5384218;-5,7084179;Sí;No;No;No;Sí;Sí;No;No;No
106909020;Piso;Profesional;Fozaneldi-Tenderina;Oviedo;Fozaneldi-Tenderina-Ventanielles;145000.0;1450.0;100;4.0;2.0;3;43,3647337;-5,8349089;Sí;No;No;No;No;No;No;No;No
106909151;Piso;Profesional;Auditorio-Seminario-Parque de Invierno;Oviedo;Centro-Casco Histórico;195000.0;1950.0;100.0;3.0;2.0;4;43,3558482;-5,8519776;Sí;No;No;No;No;No;No;No;No
106910516;Piso;Profesional;-;Avilés;Versalles;140000.0;1458.0;96;2.0;2.0;3;43,5457262;-5,9207165;Sí;No;No;No;Sí;Sí;No;Sí;No
106912467;Piso;Profesional;-;Tineo;-;69900.0;971.0;72;2.0;1.0;3;43,3353458;-6,4078527;No;No;No;No;Sí;Sí;No;No;No
106912694;Piso;Profesional;-;Langreo;La Felguera;68999.0;1255.0;55;2.0;1.0;3;43,3053048;-5,6913027;No;No;No;No;No;No;No;Sí;No
106913145;Piso;Profesional;-;Avilés;Puerta de la Villa - Arbolón;210000.0;1826.0;115.0;3.0;2.0;7;43,5490226;-5,9154351;Sí;No;No;No;Sí;Sí;No;No;No
106913736;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;430000.0;1599.0;269.0;5.0;3.0;1;43,3617076;-5,8538574;Sí;No;No;No;No;No;No;Sí;No
106914368;Piso;Particular;-;San Martín del Rey Aurelio;-;80000.0;889.0;90;3.0;1.0;4;43,2897417;-5,6386682;No;No;No;No;Sí;Sí;No;Sí;No
106917615;Piso;Particular;-;Langreo;Riaño - Barros;68000.0;618.0;110;3.0;2.0;1;43,3297631;-5,717237;Sí;No;No;No;Sí;Sí;No;Sí;Sí
106919968;Piso;Particular;Plaza de América;Oviedo;Centro-Casco Histórico;500000.0;2941.0;170.0;4.0;3.0;2;43,3614;-5,8568441;Sí;No;No;No;Sí;Sí;No;Sí;No
106920388;Piso;Particular;-;Luarca - Valdés;-;25000.0;362.0;69;3.0;1.0;3;43,5017653;-6,4346081;No;No;No;No;No;No;No;No;No
106921580;Piso;Profesional;-;Avilés;El Carbayedo - El Quirinal;220000.0;2222.0;99.0;3.0;2.0;3;43,5573476;-5,9285707;Sí;No;No;No;No;No;No;No;No
106921927;Piso;Particular;-;Belmonte de Miranda;-;70000.0;814.0;86;3.0;2.0;1;43,2795694;-6,2172042;No;No;No;Sí;No;No;No;No;No
106922341;Piso;Profesional;-;Mieres del Camino;La Villa - Bazuelo;119000.0;975.0;122;4.0;2.0;4;43,2507535;-5,7720431;Sí;No;No;No;No;No;No;Sí;No
106922936;Piso;Particular;Milán-Pumarín;Oviedo;Corredoria-Huca-Teatinos;179000.0;2238.0;80.0;3.0;1.0;1;43,3701476;-5,841634;Sí;No;No;No;No;No;No;No;No
106926443;Piso;Particular;El Llano;Gijón;El Llano;159900.0;2538.0;63.0;3.0;1.0;1;43,5267786;-5,6640554;Sí;No;No;No;No;No;No;No;No
106926609;Piso;Profesional;Vallobín;Oviedo;Ciudad Naranco-Vallobín-La Florida;170000.0;1604.0;106.0;4.0;2.0;6;43,3688453;-5,8641015;Sí;No;No;No;Sí;Sí;No;No;No
106929313;Piso;Profesional;-;Vegadeo;-;107000.0;1070.0;100;2.0;2.0;3;43,4637832;-7,0459584;Sí;No;No;No;No;No;No;Sí;No
106929757;Piso;Particular;Viesques;Gijón;Este;365000.0;3842.0;95.0;3.0;2.0;2;43,5275853;-5,6501787;Sí;No;Sí;No;Sí;Sí;No;Sí;Sí
106930634;Piso;Particular;-;Ribadesella;-;225000.0;2045.0;110.0;3.0;1.0;1;43,4614386;-5,0593178;No;No;No;No;No;No;No;No;No
106931113;Piso;Particular;Laviada;Gijón;Centro;190000.0;2235.0;85.0;2.0;2.0;1;43,5388531;-5,6702793;Sí;No;No;Sí;Sí;No;No;Sí;No
106931672;Piso;Profesional;Centro - Puerto;Gijón;Centro;478500.0;2601.0;184.0;4.0;2.0;1;43,5392686;-5,6629023;Sí;No;No;No;No;No;No;No;No
106931849;Piso;Profesional;-;Pravia;-;79900.0;888.0;90;3.0;2.0;3;43,4902403;-6,1145707;Sí;No;No;No;No;No;No;No;No
106934054;Piso;Profesional;Auditorio-Seminario-Parque de Invierno;Oviedo;Centro-Casco Histórico;350000.0;3302.0;106.0;4.0;2.0;6;43,3567543;-5,8474422;Sí;No;No;No;Sí;Sí;No;Sí;No
106934175;Piso;Profesional;Auditorio-Seminario-Parque de Invierno;Oviedo;Centro-Casco Histórico;350000.0;3302.0;106.0;4.0;2.0;6;43,3566641;-5,8471313;Sí;No;No;No;Sí;Sí;No;Sí;No
106935357;Piso;Particular;-;Lena;-;70000.0;1000.0;70;3.0;1.0;3;43,1579331;-5,8305188;Sí;No;No;No;No;No;No;No;No
106936104;Piso;Profesional;Nuevo Gijón;Gijón;Sur;224060.0;2075.0;108.0;3.0;2.0;1;43,5260512;-5,6851628;Sí;Sí;Sí;Sí;Sí;Sí;No;Sí;No
106936175;Piso;Profesional;Nuevo Gijón;Gijón;Sur;206442.0;2085.0;99.0;3.0;2.0;1;43,5260512;-5,6851628;Sí;Sí;Sí;Sí;Sí;Sí;No;Sí;No
106936179;Piso;Profesional;Nuevo Gijón;Gijón;Sur;222234.0;2077.0;107.0;3.0;2.0;2;43,5260512;-5,6851628;Sí;Sí;Sí;Sí;Sí;Sí;No;Sí;No
106936196;Piso;Profesional;Nuevo Gijón;Gijón;Sur;223327.0;2147.0;104.0;3.0;2.0;1;43,5260512;-5,6851628;Sí;Sí;Sí;No;Sí;Sí;No;Sí;No
106936651;Piso;Profesional;-;Castrillon;Raíces;155000.0;2246.0;69.0;2.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936681;Piso;Profesional;-;Castrillon;Raíces;147500.0;2458.0;60.0;2.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936687;Piso;Profesional;-;Castrillon;Raíces;192500.0;2468.0;78.0;3.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936689;Piso;Profesional;-;Castrillon;Raíces;129000.0;2048.0;63;2.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936690;Piso;Profesional;-;Castrillon;Raíces;153500.0;2476.0;62.0;2.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936691;Piso;Profesional;-;Castrillon;Raíces;165000.0;2063.0;80.0;3.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936696;Piso;Profesional;-;Castrillon;Raíces;138500.0;2234.0;62;2.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936697;Piso;Profesional;-;Castrillon;Raíces;174000.0;2260.0;77.0;3.0;2.0;1;43,57615;-5,94141;Sí;Sí;Sí;Sí;No;No;No;No;No
106936869;Piso;Profesional;El Llano;Gijón;El Llano;150000.0;2885.0;52.0;2.0;1.0;1;43,5301374;-5,6660334;Sí;No;No;No;No;No;No;No;No
106937422;Piso;Particular;El Natahoyo;Gijón;Oeste;140000.0;2090.0;67;2.0;1.0;2;43,5396982;-5,6829826;Sí;No;No;No;No;No;No;No;Sí
106938759;Piso;Profesional;-;Avilés;El Carbayedo - El Quirinal;150000.0;2000.0;75.0;2.0;1.0;1;43,5555532;-5,9292464;Sí;No;No;No;Sí;Sí;No;Sí;No
106938766;Piso;Profesional;-;Avilés;El Carbayedo - El Quirinal;260000.0;1857.0;140.0;4.0;2.0;4;43,5504624;-5,929989;Sí;No;No;No;Sí;Sí;No;Sí;No
106939476;Piso;Profesional;Cimadevilla;Gijón;Centro;375000.0;4688.0;80.0;2.0;3.0;1;43,5472681;-5,6626132;No;No;No;No;No;No;No;No;No
106939853;Piso;Profesional;-;Llanes;Llanes;280000.0;2500.0;112.0;4.0;2.0;5;43,423881;-4,7631623;Sí;No;No;No;No;No;No;No;No
106940581;Piso;Profesional;Laviada;Gijón;Centro;170000.0;2982.0;57.0;1.0;1.0;Entreplanta;43,5392115;-5,6693578;Sí;No;No;No;No;No;No;Sí;No
106940659;Ático;Profesional;-;Luarca - Valdés;-;275000.0;1554.0;177.0;4.0;1.0;4;43,5438905;-6,5330381;No;No;No;No;No;No;No;Sí;No
106940757;Piso;Profesional;Jove - Veriña;Gijón;Oeste;105000.0;1280.0;82;3.0;1.0;2;43,553256;-5,7040146;No;No;No;No;No;No;No;No;Sí
106941323;Piso;Profesional;Milán-Pumarín;Oviedo;Corredoria-Huca-Teatinos;253000.0;2343.0;108.0;3.0;2.0;1;43,3677078;-5,8459262;Sí;Sí;No;Sí;No;No;No;No;No
106941689;Duplex;Profesional;-;Boal;-;65900.0;998.0;66;2.0;1.0;3;43,4297717;-6,8174102;Sí;No;No;No;Sí;Sí;No;Sí;Sí
106943103;Piso;Profesional;-;Vegadeo;-;132000.0;1375.0;96;3.0;2.0;1;43,4637832;-7,0459584;Sí;No;No;No;No;No;No;Sí;No
106943140;Piso;Profesional;-;Vegadeo;-;113000.0;1449.0;78;2.0;2.0;3;43,4637832;-7,0459584;Sí;No;No;No;No;No;No;Sí;No
106943167;Piso;Profesional;-;Vegadeo;-;107000.0;1354.0;79;2.0;2.0;1;43,4637832;-7,0459584;Sí;No;No;No;No;No;No;Sí;No
106943496;Piso;Profesional;-;Vegadeo;-;147000.0;1531.0;96.0;3.0;2.0;2;43,4637832;-7,0459584;Sí;No;No;No;No;No;No;Sí;No
106943496;Piso;Profesional;-;Vegadeo;-;147000.0;1531.0;96.0;3.0;2.0;2;43,4637832;-7,0459584;Sí;No;No;No;No;No;No;Sí;No
106943601;Piso;Profesional;-;Vegadeo;-;191000.0;1240.0;154.0;5.0;3.0;2;43,4637832;-7,0459584;Sí;No;No;No;No;No;No;Sí;No
106943702;Piso;Profesional;-;San Martín del Rey Aurelio;-;44000.0;500.0;88;3.0;1.0;2;43,2764514;-5,5891467;No;No;No;No;No;No;No;Sí;No
106943740;Casa Rural;Profesional;-;Coaña;-;140000.0;302.0;463;3.0;1.0;1;43,5438524;-6,7417941;No;No;No;No;Sí;Sí;No;No;Sí
106944680;Piso;Profesional;-;Luarca - Valdés;-;175000.0;2431.0;72.0;3.0;1.0;3;43,5428895;-6,5364564;No;No;No;No;No;No;No;Sí;No
106945104;Piso;Profesional;-;Avilés;El Pozón - Villalegre - La Luz;45700.0;682.0;67;2.0;1.0;2;43,5352447;-5,9102224;No;No;No;No;No;No;No;No;No
106952358;Piso;Profesional;-;Lena;-;49900.0;1217.0;41;2.0;1.0;2;42,9768018;-5,7747815;No;No;No;No;Sí;Sí;No;Sí;No
106956065;Piso;Profesional;Montecerrao;Oviedo;Buenavista-Ería-Montecerrao;120000.0;2400.0;50;1.0;1.0;Entreplanta;43,3549613;-5,858294;Sí;No;No;Sí;No;No;No;Sí;No
106956819;Piso;Profesional;Ciudad Naranco-Prados de La Fuente;Oviedo;Ciudad Naranco-Vallobín-La Florida;292000.0;2655.0;110.0;3.0;2.0;5;43,3741188;-5,8553069;Sí;No;No;Sí;Sí;Sí;No;No;No
106957282;Piso;Profesional;-;Mieres del Camino;San Pedro - Siana;89990.0;1084.0;83;3.0;1.0;4;43,2522164;-5,7778118;Sí;No;No;No;No;No;No;No;No
106957656;Ático;Profesional;-;El Franco;-;106000.0;1377.0;77;2.0;1.0;3;43,5504235;-6,8298729;Sí;No;No;No;Sí;Sí;No;No;No
106958707;Piso;Particular;Tremañes;Gijón;Oeste;180000.0;1538.0;117.0;3.0;2.0;2;43,5295505;-5,696431;Sí;No;No;Sí;Sí;Sí;No;Sí;Sí
106963963;Piso;Profesional;Pumarín;Gijón;Sur;156000.0;1975.0;79.0;3.0;1.0;1;43,5254698;-5,6706304;Sí;No;No;No;No;No;No;No;No
106964122;Piso;Particular;Argañosa;Oviedo;Buenavista-Ería-Montecerrao;78000.0;1345.0;58;2.0;1.0;Entreplanta;43,3632542;-5,862749;No;No;No;No;No;No;No;Sí;No
106964743;Piso;Profesional;El Natahoyo;Gijón;Oeste;139700.0;1768.0;79;2.0;1.0;4;43,5404587;-5,6843624;No;No;No;No;No;No;No;No;No
106964766;Piso;Profesional;-;Carreño;-;131000.0;1617.0;81;3.0;1.0;2;43,5877156;-5,7693872;Sí;No;No;Sí;No;No;No;No;No
106970746;Piso;Profesional;-;Avilés;Puerta de la Villa - Arbolón;119000.0;1587.0;75;3.0;1.0;8;43,5502713;-5,9160643;Sí;No;No;No;No;No;No;No;No
106974037;Piso;Particular;El Llano;Gijón;El Llano;129000.0;1536.0;84;3.0;1.0;1;43,5303294;-5,6663117;Sí;No;No;Sí;No;No;No;No;No
106976230;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;255000.0;2383.0;107.0;3.0;2.0;7;43,3641174;-5,8473197;Sí;No;No;Sí;Sí;No;No;Sí;No
106979219;Piso;Profesional;Polígono;Gijón;Sur;235000.0;2448.0;96.0;3.0;1.0;10;43,5368442;-5,6739112;Sí;No;No;No;Sí;Sí;No;Sí;No
106980175;Ático;Profesional;-;Siero;Lugones;295000.0;2757.0;107.0;3.0;2.0;-;43,400316;-5,8064834;Sí;Sí;Sí;Sí;Sí;No;No;Sí;No
106980260;Piso;Profesional;-;Siero;Lugones;236000.0;2070.0;114.0;3.0;2.0;1;43,400316;-5,8064834;Sí;Sí;Sí;Sí;Sí;No;No;Sí;No
106980278;Piso;Profesional;-;Siero;Lugones;232000.0;2017.0;115.0;3.0;2.0;1;43,400316;-5,8064834;Sí;Sí;Sí;Sí;Sí;No;No;Sí;No
106980280;Piso;Profesional;-;Siero;Lugones;239000.0;2078.0;115.0;3.0;2.0;3;43,400316;-5,8064834;Sí;Sí;Sí;Sí;Sí;No;No;Sí;No
106980297;Piso;Profesional;-;Siero;Lugones;178000.0;2198.0;81.0;2.0;2.0;2;43,400316;-5,8064834;Sí;Sí;Sí;Sí;Sí;No;No;Sí;No
106980298;Piso;Profesional;-;Siero;Lugones;175000.0;2160.0;81.0;2.0;2.0;1;43,400316;-5,8064834;Sí;Sí;Sí;Sí;Sí;No;No;Sí;No
106980402;Piso;Profesional;La Florida;Oviedo;Ciudad Naranco-Vallobín-La Florida;200000.0;2326.0;86.0;2.0;2.0;2;43,3682117;-5,8736455;Sí;No;No;Sí;Sí;Sí;No;Sí;No
106980741;Piso;Profesional;-;San Martín del Rey Aurelio;-;75000.0;987.0;76;3.0;1.0;3;43,2863551;-5,647837;Sí;No;No;No;No;No;No;Sí;No
